Transaction_Date,Drug_Name,Category,Quantity_Sold,Stock_On_Hand,Expiry_Date,Unit_Cost,Supplier
2024-04-20,Ear Drops Oxytocin 5mg,Specialty/Emergency,48,158,2026-10-30,318,GSK
2026-01-04,Ear Drops Glibenclamide 1g,Anti-Diabetic,26,132,2029-01-03,508,Juhel
2025-11-07,Syrup Hydralazine 0.5%,Anti-Hypertensive,10,137,2027-12-09,813,Emzor
2025-03-07,Oin Metronidazole Infusion 250mg,IV Fluids,15,165,2027-01-22,744,Fidson
2023-12-24,Inf Azithromycin 50mg,Antibiotics,11,122,2026-06-17,424,GSK
2025-01-08,Tab Metronidazole Infusion 5ml/250mg,IV Fluids,47,194,2026-07-14,330,Swiss Pharma
2023-08-20,Ear Drops Normal Saline 50mg,IV Fluids,4,125,2027-08-18,555,Swiss Pharma
2025-08-25,Gutt Diazepam 100mg,Specialty/Emergency,11,108,2026-07-18,406,MegaCare
2024-02-16,Inj Ringers Lactate 5mg,IV Fluids,33,192,2029-01-06,705,Emzor
2024-09-28,Inh Adrenaline 0.5%,Specialty/Emergency,26,123,2028-03-24,758,Swiss Pharma
2024-02-02,Inh Nifedipine 1g,Anti-Hypertensive,33,188,2027-12-18,467,Juhel
2023-03-07,Ear Drops Insulin (Mixed) 5ml/125mg,Anti-Diabetic,6,166,2027-08-21,529,Swiss Pharma
2025-08-31,Oin Metformin 0.5%,Anti-Diabetic,27,142,2027-03-24,676,GSK
2023-05-04,Syrup Ringers Lactate 10mg,IV Fluids,40,108,2028-02-11,313,Juhel
2025-10-11,Ear Drops Insulin (Mixed) 5ml/250mg,Anti-Diabetic,31,102,2027-08-04,999,Juhel
2025-02-18,Oin Ranitidine 500mg,Anti-Ulcer,3,192,2027-02-11,587,Juhel
2024-08-18,Cap Oxytocin 20mg,Specialty/Emergency,25,145,2027-04-29,773,Swiss Pharma
2024-02-29,Ear Drops Ibuprofen 2g,Analgesics,9,128,2028-10-09,584,Fidson
2024-10-01,Syrup Ciprofloxacin 1g,Antibiotics,3,104,2027-01-06,878,GSK
2024-11-11,Inj Ceftriaxone 5ml/250mg,Antibiotics,48,188,2027-09-27,653,Juhel
2025-11-02,Inh Ceftriaxone 50mg,Antibiotics,38,148,2026-10-05,449,Juhel
2023-05-26,Cap Artesunate 100mg,Anti-Malaria,46,175,2027-08-20,741,GSK
2025-11-22,Tab Methyldopa 0.5%,Anti-Hypertensive,5,133,2027-08-14,983,Juhel
2024-09-10,Syringe (10ml),Surgicals,45,137,2027-08-17,869,Juhel
2025-10-08,Inj Propofol 250mg,Specialty/Emergency,37,173,2026-05-16,626,Juhel
2023-11-10,Inh Cimetidine 500mg,Anti-Ulcer,15,192,2028-02-02,991,GSK
2025-11-28,Ear Drops Ciprofloxacin 50mg,Drops/Topicals,12,105,2027-07-30,167,Swiss Pharma
2024-12-19,Cap Glibenclamide 10mg,Anti-Diabetic,30,34,2028-05-19,872,Emzor
2026-02-02,Gutt Insulin (Soluble) 5ml/250mg,Anti-Diabetic,3,146,2028-03-03,616,GSK
2024-02-26,Ear Drops Metronidazole 1g,Antibiotics,41,179,2027-01-10,445,Emzor
2023-09-16,Ear Drops Lisinopril 0.5%,Anti-Hypertensive,1,142,2028-12-11,276,MegaCare
2024-03-06,Syrup Dextrose Saline 1g,IV Fluids,44,28,2026-05-01,250,Juhel
2023-04-06,Inf Oxytocin 1g,Specialty/Emergency,29,166,2028-05-05,884,GSK
2023-06-22,Ear Drops Quinine 2g,Anti-Malaria,17,136,2026-12-05,316,MegaCare
2023-11-07,Syringe (Size 7.5),Surgicals,1,148,2028-11-28,656,Fidson
2023-01-24,Oin Insulin (Soluble) 5ml/125mg,Anti-Diabetic,3,177,2028-07-04,840,MegaCare
2025-07-22,Gutt Silver Sulphadiazine 50mg,Drops/Topicals,43,196,2028-04-06,230,Juhel
2024-09-03,Ear Drops Dextrose Saline 250mg,IV Fluids,25,137,2027-01-05,411,MegaCare
2025-10-26,Inh Lisinopril 10mg,Anti-Hypertensive,49,180,2027-08-14,386,Swiss Pharma
2025-02-15,Inh Atropine 5ml/250mg,Specialty/Emergency,17,129,2026-04-21,398,Swiss Pharma
2025-01-20,Hepatitis B Strip (5ml),Lab/Reagents,42,113,2027-02-24,691,Emzor
2024-10-20,Cap Normal Saline 1g,IV Fluids,25,160,2027-01-11,821,Juhel
2025-07-07,Oin Nifedipine 20mg,Anti-Hypertensive,25,12,2027-06-16,822,MegaCare
2026-01-26,Susp Gentamicin 0.5%,Antibiotics,31,114,2027-10-04,384,GSK
2024-07-20,Ear Drops Sulfadoxine/Pyrimethamine 500mg,Anti-Malaria,9,126,2027-08-29,611,Juhel
2025-07-16,Inf Azithromycin 100mg,Antibiotics,33,132,2028-02-22,283,Emzor
2023-02-01,Inh Amlodipine 1g,Anti-Hypertensive,20,182,2028-11-15,542,GSK
2023-12-14,Inj Diazepam 250mg,Specialty/Emergency,29,152,2027-01-09,144,Juhel
2023-05-06,Tab Quinine 250mg,Anti-Malaria,2,163,2027-06-29,615,Juhel
2024-04-15,Inf Dextrose 5% 5ml/250mg,IV Fluids,21,129,2027-10-13,225,GSK
2024-02-22,Inj Glimepiride 0.5%,Anti-Diabetic,3,41,2028-03-23,848,Juhel
2023-08-17,Inf Insulin (Soluble) 2g,Anti-Diabetic,4,140,2027-11-26,938,Emzor
2025-04-24,Inj Ciprofloxacin 5ml/250mg,Antibiotics,11,186,2028-01-27,286,Emzor
2023-03-09,Susp Azithromycin 0.5%,Antibiotics,28,171,2027-12-16,906,GSK
2023-01-09,Susp Chloramphenicol 1g,Drops/Topicals,39,187,2028-02-06,245,GSK
2024-04-03,Inf Gentamicin 0.5%,Antibiotics,17,36,2027-12-28,660,GSK
2025-10-18,Oin Ciprofloxacin 1%,Drops/Topicals,6,182,2027-08-28,497,Emzor
2025-06-15,Ear Drops Hydralazine 2g,Anti-Hypertensive,25,132,2027-01-26,617,Fidson
2024-02-21,Gutt Clindamycin 500mg,Antibiotics,34,172,2026-09-17,565,Juhel
2023-03-30,Ear Drops Hydralazine 5mg,Anti-Hypertensive,24,136,2028-04-27,662,Juhel
2023-08-09,Inf Silver Sulphadiazine 5ml/125mg,Drops/Topicals,45,159,2026-12-08,567,Fidson
2025-05-02,Inh Metronidazole Infusion 1g,IV Fluids,10,123,2027-04-25,330,Emzor
2023-03-13,Gutt Losartan 250mg,Anti-Hypertensive,44,135,2027-07-22,559,Swiss Pharma
2023-05-05,Tab Ibuprofen 1%,Analgesics,30,170,2027-05-30,211,MegaCare
2025-01-12,Inj Sulfadoxine/Pyrimethamine 50mg,Anti-Malaria,19,163,2027-06-13,480,Emzor
2024-06-10,Susp Cimetidine 20mg,Anti-Ulcer,34,137,2028-11-03,608,GSK
2024-10-24,Tab Pentazocine 100mg,Analgesics,1,185,2026-12-12,603,Emzor
2023-12-22,Gutt Quinine 10mg,Anti-Malaria,30,45,2028-03-07,134,Juhel
2026-02-26,Inh Esomeprazole 5ml/125mg,Anti-Ulcer,13,123,2028-05-26,187,Fidson
2023-08-16,Inj Insulin (Soluble) 1%,Anti-Diabetic,26,143,2026-11-10,524,GSK
2024-06-17,Tab Ranitidine 250mg,Anti-Ulcer,25,161,2028-01-06,837,GSK
2025-11-08,Inj Methyldopa 1%,Anti-Hypertensive,20,129,2027-07-08,646,GSK
2024-01-06,Gutt Hydrocortisone 5ml/250mg,Drops/Topicals,6,125,2026-11-05,964,MegaCare
2023-08-31,Gutt Dextrose Saline 5mg,IV Fluids,46,180,2028-05-10,113,MegaCare
2024-02-09,Cap Pentazocine 5ml/250mg,Analgesics,47,133,2028-06-15,228,Swiss Pharma
2023-09-21,Cap Ranitidine 1g,Anti-Ulcer,27,200,2027-12-04,322,Emzor
2024-11-13,Inh Propofol 50mg,Specialty/Emergency,48,125,2028-06-06,840,Juhel
2023-12-08,Tab Hydrocortisone 5ml/250mg,Drops/Topicals,23,168,2027-06-20,846,GSK
2024-11-25,Inh Esomeprazole 5ml/250mg,Anti-Ulcer,20,121,2027-07-24,106,MegaCare
2024-06-30,Inf Cimetidine 0.5%,Anti-Ulcer,25,150,2028-05-17,233,Juhel
2024-11-15,Cap Normal Saline 5mg,IV Fluids,21,102,2027-02-15,223,MegaCare
2024-01-08,Gutt Hydralazine 1g,Anti-Hypertensive,4,197,2027-08-29,877,Swiss Pharma
2023-05-02,Inh Glimepiride 0.5%,Anti-Diabetic,6,160,2026-10-30,320,MegaCare
2024-01-26,Tab Insulin (Mixed) 20mg,Anti-Diabetic,36,168,2028-05-12,597,MegaCare
2024-04-29,Cap Diclofenac 0.5%,Analgesics,25,134,2028-01-16,741,Fidson
2023-11-11,Inh Artemether/Lumefantrine 100mg,Anti-Malaria,12,155,2027-12-05,129,Emzor
2024-02-29,Gutt Insulin (Mixed) 1%,Anti-Diabetic,43,175,2027-10-01,553,Juhel
2023-03-16,Syrup Paracetamol 1g,Analgesics,47,174,2026-12-12,361,MegaCare
2023-10-19,Ear Drops Ibuprofen 20mg,Analgesics,12,151,2027-04-14,763,MegaCare
2025-06-22,Inh Chloramphenicol 5ml/125mg,Drops/Topicals,1,163,2027-03-31,292,Emzor
2023-03-11,Gutt Hydralazine 2g,Anti-Hypertensive,9,178,2028-05-05,950,MegaCare
2026-02-22,Syrup Silver Sulphadiazine 1%,Drops/Topicals,8,156,2027-02-12,289,GSK
2025-07-26,Inj Dextrose 5% 500mg,IV Fluids,7,110,2027-05-29,647,Swiss Pharma
2023-04-26,Inj Metronidazole Infusion 20mg,IV Fluids,35,176,2027-03-04,353,Fidson
2025-04-19,Cap Sulfadoxine/Pyrimethamine 5ml/125mg,Anti-Malaria,21,186,2028-03-15,946,Emzor
2025-08-10,Giving Set (5ml),Surgicals,37,130,2027-12-09,896,Emzor
2025-04-16,Inf Hydralazine 50mg,Anti-Hypertensive,35,198,2027-07-11,425,MegaCare
2023-04-15,Gutt Chloramphenicol 2g,Drops/Topicals,10,187,2026-11-15,974,Juhel
2023-08-30,Oin Artemether/Lumefantrine 2g,Anti-Malaria,45,42,2027-04-09,207,Emzor
2024-11-29,Inf Ringers Lactate 1%,IV Fluids,22,156,2026-09-21,550,Emzor
2026-02-02,Oin Diclofenac 100mg,Analgesics,5,145,2027-10-27,714,Fidson
2023-10-18,Inh Nifedipine 250mg,Anti-Hypertensive,14,131,2026-10-03,408,Juhel
2024-11-07,Cap Diazepam 1%,Specialty/Emergency,13,169,2026-04-16,120,Swiss Pharma
2023-01-05,Oin Ciprofloxacin 1g,Drops/Topicals,42,109,2028-06-11,350,Swiss Pharma
2025-04-13,Susp Dextrose 5% 5mg,IV Fluids,2,107,2027-12-04,658,Fidson
2023-03-15,Syrup Ketamine 250mg,Specialty/Emergency,42,186,2028-05-09,907,Fidson
2023-11-14,Inh Dextrose 5% 5ml/125mg,IV Fluids,20,179,2028-05-06,919,Emzor
2023-05-05,Gutt Dextrose 5% 5ml/250mg,IV Fluids,4,148,2028-11-03,194,GSK
2024-03-02,Syrup Metronidazole Infusion 0.5%,IV Fluids,35,155,2028-05-04,292,Emzor
2023-01-30,Inf Hydralazine 1%,Anti-Hypertensive,25,140,2027-11-15,422,Juhel
2024-09-27,Ear Drops Gentamicin 250mg,Drops/Topicals,1,103,2027-03-25,523,Juhel
2024-11-11,Gutt Sulfadoxine/Pyrimethamine 50mg,Anti-Malaria,22,164,2026-11-01,887,Swiss Pharma
2024-08-24,Inj Amoxicillin 0.5%,Antibiotics,22,134,2026-10-27,808,Fidson
2023-10-28,Ear Drops Morphine 0.5%,Analgesics,28,141,2027-03-02,946,MegaCare
2025-09-01,Inf Diazepam 1g,Specialty/Emergency,26,116,2026-11-06,246,Fidson
2024-12-24,Oin Ciprofloxacin 5ml/125mg,Drops/Topicals,33,198,2028-04-26,552,Swiss Pharma
2024-11-25,Gutt Nifedipine 10mg,Anti-Hypertensive,18,23,2028-06-25,545,MegaCare
2025-11-22,Ear Drops Esomeprazole 250mg,Anti-Ulcer,37,149,2028-06-30,540,Fidson
2025-04-21,Tab Magnesium Trisilicate 100mg,Anti-Ulcer,30,146,2026-12-19,270,GSK
2024-03-22,Gutt Metformin 5ml/125mg,Anti-Diabetic,14,104,2028-08-21,443,Juhel
2023-08-26,Oin Glibenclamide 500mg,Anti-Diabetic,44,121,2027-09-20,962,Swiss Pharma
2025-04-10,Ear Drops Quinine 10mg,Anti-Malaria,42,151,2028-04-12,865,Fidson
2024-12-27,Gutt Artemether/Lumefantrine 250mg,Anti-Malaria,27,131,2027-02-24,566,Fidson
2025-12-11,Cotton Wool (2ml),Surgicals,43,152,2028-02-08,737,Swiss Pharma
2023-07-23,Oin Normal Saline 1g,IV Fluids,12,164,2028-05-02,646,Swiss Pharma
2023-09-22,Inh Insulin (Mixed) 0.5%,Anti-Diabetic,14,186,2027-01-14,925,Fidson
2023-09-06,Inj Dextrose 5% 1%,IV Fluids,7,181,2027-04-15,338,Swiss Pharma
2023-04-23,Giving Set (Size 7.0),Surgicals,7,36,2027-12-20,288,Juhel
2024-10-04,Inf Hydralazine 10mg,Anti-Hypertensive,32,164,2027-08-19,987,Swiss Pharma
2026-03-14,Syrup Insulin (Mixed) 1g,Anti-Diabetic,13,174,2027-02-27,973,MegaCare
2026-02-28,Inj Losartan 500mg,Anti-Hypertensive,13,176,2028-09-04,258,Swiss Pharma
2025-05-16,Inf Ranitidine 1%,Anti-Ulcer,35,130,2028-07-12,605,Swiss Pharma
2025-06-12,Inh Losartan 100mg,Anti-Hypertensive,6,144,2028-05-05,190,Fidson
2026-03-12,Ear Drops Hydrocortisone 0.5%,Drops/Topicals,50,129,2025-09-17,266,Emzor
2023-11-10,Inh Azithromycin 5ml/250mg,Antibiotics,15,115,2025-09-19,135,GSK
2026-02-18,Syrup Diazepam 0.5%,Specialty/Emergency,21,192,2027-04-22,117,MegaCare
2024-02-18,Inh Dextrose 5% 20mg,IV Fluids,19,171,2027-09-26,424,MegaCare
2024-02-06,Oin Amoxicillin 500mg,Antibiotics,31,119,2028-10-19,979,MegaCare
2024-01-17,Ear Drops Glimepiride 2g,Anti-Diabetic,49,116,2028-09-03,910,GSK
2024-01-06,Inj Clindamycin 250mg,Antibiotics,9,130,2026-11-20,729,GSK
2023-03-21,Syrup Metronidazole 500mg,Antibiotics,48,108,2028-03-14,532,GSK
2025-07-23,Oin Chloramphenicol 0.5%,Drops/Topicals,19,179,2028-07-04,325,GSK
2024-11-17,Cap Atropine 50mg,Specialty/Emergency,18,156,2028-02-16,816,MegaCare
2024-12-15,Inj Glibenclamide 5ml/250mg,Anti-Diabetic,11,143,2026-05-07,531,Swiss Pharma
2025-03-11,Cap Ringers Lactate 2g,IV Fluids,31,166,2027-06-12,214,Emzor
